"","tweetsdf2.text","id"
"5620","@eileenjhurley @AGirlInPhilly @PPDTroyBrown @TrangDoCBS3 @TheScottCharles @HomicidePhilly @K9traedog… https://t.co/lr0E9qww01",5620
"5621","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5621
"5622","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5622
"5623","@eileenjhurley @PFDSullivan @AGirlInPhilly @PPDTroyBrown @TheScottCharles @HomicidePhilly @K9traedog… https://t.co/6JKhpkbmbV",5623
"5624","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5624
"5625","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5625
"5626","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5626
"5627","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5627
"5628","Last year president for our club is treating the club to Starbucks omg.... I love....",5628
"5629","Idk why i attract food service guys to sing to me. Last week it was the crepe guy, this week it's Starbucks dude si… https://t.co/bPzfDyTrfA",5629
"5630","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5630
"5631","Enjoy seasonal winter drink specials at Cafe Allegria, where we proudly serve all our guests Starbucks products! Co… https://t.co/GW4cOjPs74",5631
"5632","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5632
"5633","@martyswant @kerrymflynn @Starbucks Gotta have it now.",5633
"5634","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5634
"5635","Starbucks Customer Service https://t.co/wuSb4XBOxt via @Starbucks I see there’s is a drink using the word Christmas… https://t.co/qg6ssiiGjL",5635
"5636","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5636
"5637","Copycat Starbucks SF Vanilla Latte Frappuccino - there is no guilt when you make yourself one of these. Make the ba… https://t.co/3WeAVR8pOi",5637
"5638","Lincoln center Starbucks is ALWAYS popping and I resent it for that bc it's the only one with good music taste",5638
"5639","Ways to win over your potential new team: organize and pick up the @Starbucks order. #AdLife #PitchLife",5639
"5640","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5640
"5641","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5641
"5642","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5642
"5643","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5643
"5644","RT @Cammiluna: I love painting on these new #starbucks holiday cups! They're like adult coloring books! https://t.co/oeq19I53cV",5644
"5645","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5645
"5646","I love painting on these new #starbucks holiday cups! They're like adult coloring books! https://t.co/oeq19I53cV",5646
"5647","@Starbucks how is the Christmas Tree Frappucino out of season...? https://t.co/2MqE0BzFHG",5647
"5648","Sitting in Melville Starbucks waiting to be towed so can I clock in for an hour plss",5648
"5649","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5649
"5650","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5650
"5651","I didn't believe @kerrymflynn when she said the @Starbucks Christmas Tree Frappuccino tastes like ""sugar and regret… https://t.co/HMqdEXSzHS",5651
"5652","RT @SuperKawaiiDesu: This Starbucks has the best playlist I've ever heard in a Starbucks and it's all uncensored, also I'm in Chinatown",5652
"5653","@RadButKindaSad they're playing Now, Now in Starbucks rn and it made me think of you",5653
"5654","RT @JLaCocaina: if I'm in line for Starbucks and somebody start yelling ""GET DOWN"" ima tell the barista to hurry up wit that Venti white ch…",5654
"5655","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5655
"5656","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5656
"5657","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5657
"5658","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5658
"5659","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5659
"5660","Get a rich, flavorful combination of delicious dark chocolate and a light roast from #Starbucks!… https://t.co/JjN4gIWTtv",5660
"5661","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5661
"5662","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5662
"5663","@TrangDoCBS3 @AGirlInPhilly @PFDSullivan @TheScottCharles @HomicidePhilly @K9traedog @Nick_DiPasquale @Megsahokie… https://t.co/ofnWPEupoO",5663
"5664","Someone left their fucking empty Starbucks cup at my desk in the library and I drank from it without realizing I'd… https://t.co/NW2TRgEgaa",5664
"5665","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5665
"5666","Pumpkin Spice Latte or Black Coffee — Your @Starbucks Order May Reveal Basic Truths About How You Spend Your Money… https://t.co/BBrQTecahE",5666
"5667","I gifted a @Starbucks card in a #RandomActOfKindness and I got one today as an early #Christmas gift. See, what you… https://t.co/RhFMj4n0wv",5667
"5668","RT @JLaCocaina: if I'm in line for Starbucks and somebody start yelling ""GET DOWN"" ima tell the barista to hurry up wit that Venti white ch…",5668
"5669","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5669
"5670","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5670
"5671","I lost it ‍♀️ after I said something the men at the Starbucks got him out smh https://t.co/GORxOL6phd",5671
"5672","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5672
"5673","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5673
"5674","@deleted72335813 It kind a looks like your Starbucks got robbed",5674
"5675","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/yVVcyQTQdy",5675
"5676","lol @marissniccole our entire school except starbucks instead of dunkin and gucci bags instead of michael kors and… https://t.co/5qyQl0XGct",5676
"5677","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5677
"5678","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5678
"5679","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5679
"5680","I stopped at a Starbucks over the weekend. The cashier got my name right, and spelled it correctly on the cup. A fe… https://t.co/fEUFZQ486G",5680
"5681","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5681
"5682","RT @JLaCocaina: nobody got time to be running from terrorists while I'm tryna order Starbucks. i been in the middle of a shoot out before.…",5682
"5683","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5683
"5684","@Starbucks Update: it's ",5684
"5685","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5685
"5686","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5686
"5687","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5687
"5688","So I’m at Starbucks waiting for my drink. &amp; this man comes in &amp; starts bothering a girl next to me . He’s questioni… https://t.co/YEbgjszVi1",5688
"5689","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5689
"5690","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5690
"5691","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5691
"5692","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5692
"5693","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5693
"5694","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5694
"5695","RT @ytrapehterehw: ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5695
"5696","ARTS MAJOR: Hi, welcome to Starbucks* https://t.co/r6x7NbmPU2",5696
"5697","What do I want for Christmas?... bellyrings and Starbucks gift cards",5697
"5698","Try’s to go to Walt Whitman Mall &amp; ends up having to be towed from a Starbucks #HappyMonday",5698
"5699","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5699
"5700","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5700
"5701","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5701
"5702","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5702
"5703","In my city that its in my heart #Harlem #125th #Starbucks #afterworkvibes https://t.co/HNmZufQ5fm",5703
"5704","@Starbucks It was good...loved the green whipped cream",5704
"5705","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5705
"5706","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5706
"5707","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5707
"5708","#Copycat #peppermint #mocha 64 calories vs 440 calories. #Tastesthesame as #Starbucks to me.",5708
"5709","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5709
"5710","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5710
"5711","RT @ericholden82: Someone made a GoFundMe for @ABCnation115 to buy Starbucks lattes https://t.co/Zx6ECEShjf",5711
"5712","starbucks using clients wifi connection to mine bitcoin
https://t.co/xb6TKYas2L",5712
"5713","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5713
"5714","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5714
"5715","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5715
"5716","Trying this Snickerdoodle hot cocoa at @Starbucks ",5716
"5717","But I walked towards that exit kuz I wanted some Starbucks....like a regular mornin movin ass nigga!",5717
"5718","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5718
"5719","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5719
"5720","@sam_ash @Starbucks This happened to me at @sheetz recently!",5720
"5721","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5721
"5722","Starbucks for Life! #GiveGood",5722
"5723","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5723
"5724","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5724
"5725","Someone made a GoFundMe for @ABCnation115 to buy Starbucks lattes https://t.co/Zx6ECEShjf",5725
"5726","More fun with interestimg shots of everyday items... @ Starbucks https://t.co/8BhE9iCjrU",5726
"5727","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5727
"5728","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5728
"5729","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5729
"5730","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5730
"5731","Almost won @Starbucks for a Year! I must win. https://t.co/LAyqtcDJ4i",5731
"5732","@Starbucks I found a new store that sucks. Expressway drive Islandia NY. Male employee couldn't be less interested… https://t.co/OJQ3QzZkAR",5732
"5733","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5733
"5734","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5734
"5735","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5735
"5736","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5736
"5737","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5737
"5738","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5738
"5739","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5739
"5740","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5740
"5741","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5741
"5742","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5742
"5743","This Starbucks has the best playlist I've ever heard in a Starbucks and it's all uncensored, also I'm in Chinatown",5743
"5744","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5744
"5745","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5745
"5746","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5746
"5747","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5747
"5748","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5748
"5749","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5749
"5750","@HorizonsOne  It did! The pieces were so cute. Besides, if anyone follows me and doesn't know I'm Starbucks obses… https://t.co/NHOJ3JcHQY",5750
"5751","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5751
"5752","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5752
"5753","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5753
"5754","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5754
"5755","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5755
"5756","@Starbucks so the menu is posted after the ordering screen. #faultyplanning https://t.co/4ktdPblF4O",5756
"5757","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5757
"5758","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5758
"5759","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5759
"5760","If you invested $1,000 in Starbucks 10 years ago, here’s how much you’d have now https://t.co/bTkNK1XxHz",5760
"5761","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5761
"5762","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5762
"5763","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5763
"5764","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5764
"5765","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5765
"5766","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5766
"5767","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5767
"5768","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5768
"5769","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5769
"5770","@Starbucks hey. My fav drink in the entire world is your salted caramel mocha. Hot or iced. However, when there is… https://t.co/BcLqrCwIWM",5770
"5771","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5771
"5772","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5772
"5773","RT @ULoveTashi: Fuck @Starbucks for closing @Teavana I HATE coffee and tea is everything to me. I refuse to buy bottled tea from Teavana. S…",5773
"5774","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5774
"5775","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5775
"5776","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5776
"5777","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5777
"5778","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5778
"5779","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5779
"5780","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5780
"5781","@Starbucks Please see DM, I’m continuing to be cheated out of Star rewards. Not cool.",5781
"5782","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5782
"5783","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5783
"5784","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5784
"5785","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5785
"5786","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/sYkxuN5l5e",5786
"5787","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5787
"5788","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5788
"5789","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/uibZ3pC7zQ",5789
"5790","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/hQwbrHr6Qy",5790
"5791","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/IdNrQtNGrU",5791
"5792","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/fhZrPeMNSL",5792
"5793","RT @kcuahd: I think the world would be a lot better if we started calling Starbucks lattes what they really are: hot milkshakes.",5793
"5794","I'm at Starbucks in Brookhaven, NY https://t.co/X5mFV1z7Bq",5794
"5795","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5795
"5796","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5796
"5797","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5797
"5798","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5798
"5799","RT @kcuahd: I think the world would be a lot better if we started calling Starbucks lattes what they really are: hot milkshakes.",5799
"5800","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5800
"5801","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5801
"5802","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5802
"5803","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5803
"5804","@alexismirjana So naturally you need to open a Starbucks location at the energy center",5804
"5805","#Starbucks discontinued the avacado spread and I’m honestly so upset. What do I put on my bagel now in the morning ?!",5805
"5806","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5806
"5807","My beagle ate half a bag of Starbucks Sumatra coffee beans...the day before I had to move. So I had to sit up with… https://t.co/vaMkg7mau1",5807
"5808","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5808
"5809","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5809
"5810","@Bert_cX Dam that still feels like we robbing u guys how bout we throw in a 15$ Starbucks card and a citi bike pass",5810
"5811","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5811
"5812","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5812
"5813","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5813
"5814","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5814
"5815","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5815
"5816","@NancyMa96290687 ❤️❤️❤️**********starbucks!!! I loveyou matt boston Jonson❤️❤️❤️",5816
"5817","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5817
"5818","I need that aci refresher with some coconut milk #Starbucks",5818
"5819","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5819
"5820","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5820
"5821","@avianfaytalz Tried something new at Starbucks today and it kinda sucks",5821
"5822","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5822
"5823","business: Bitcoin whales, Amazon deals and Starbucks myths https://t.co/SvCOAQmuxT via @BV https://t.co/VK69Bsqime",5823
"5824","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5824
"5825","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5825
"5826","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5826
"5827","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5827
"5828","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5828
"5829","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5829
"5830","my dorm being a block away from starbucks was the best and worst decision of my life",5830
"5831","Oh my gosh the lady who was cussing people out in Starbucks paid for everybody’s drinks  God bless her.",5831
"5832","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5832
"5833","RT @adage: The world's biggest @Starbucks opened in Shanghai last week. https://t.co/4uQK6xXXYZ https://t.co/cVYQyylWPp",5833
"5834","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5834
"5835","Day 333 #project365 checking I know my coffees... even if Starbucks… https://t.co/xDvdw1JyNL",5835
"5836","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5836
"5837","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5837
"5838","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5838
"5839","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5839
"5840","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5840
"5841","Starbucks",5841
